date,open,high,low,close,volume,daily_return,ma_5,ma_10,ma_20,ma_50,ma_200,std_5,std_10,std_20,momentum_3,momentum_7,rolling_return_3,rolling_return_7,rsi_14,macd,macd_signal,bollinger_width,volume_change,volume_ma_5,price_gap,close_to_ma50,close_to_ma200,ma_gap_5_20,close_to_range,rolling_max_10,rolling_min_10,volatility_regime,rsi_volatility_interaction,weekday,month,day,target
2001-09-04,17.5648,18.1452,17.2208,17.23,20635827,-0.016647927997853973,17.879820000000002,18.3049,19.05215,20.26427,19.079604,0.02168314628551648,0.027710611766281888,0.023749809016628477,-1.2744999999999997,-0.9274999999999984,-0.06887513847982918,-0.05108082059754915,28.16421122330742,-0.7545501272209485,-0.6064048396807544,0.0949992360665139,0.16042406781081153,19552739.6,0.04310000000000258,0.850265023117043,0.9030585750102571,-1.1723299999999988,0.00995240155776708,19.1372,17.23,1,0.780447522912631,1,9,4,1
2001-09-05,17.2545,17.9332,17.0118,17.7336,27478972,0.02922809053975617,17.69554,18.21153,18.91993,20.196024,19.062407999999998,0.030610993236144385,0.029348200948454684,0.025065283803662183,0.24569999999999936,-1.323800000000002,0.014049714373938427,-0.0694638303231292,36.224741251848215,-0.7514184028506214,-0.6354075523147279,0.10026113521464873,0.33161476881929675,22135553.0,0.024499999999999744,0.8780738228475069,0.930291702916022,-1.2243899999999996,0.783373127848925,19.1372,17.23,1,1.0631309855650173,2,9,5,0
2001-09-06,17.3712,17.9333,17.1685,17.2054,34508099,-0.029785266386971543,17.435719999999996,18.069020000000002,18.78418,20.109291999999996,19.0423795,0.031837937223586917,0.030358304390117784,0.02536075287241796,-0.31629999999999825,-1.931799999999999,-0.018051901356603395,-0.1009447568087285,28.62714634817371,-0.7825372124995056,-0.6648334843516834,0.10144301148967184,0.2558002169804605,26078295.6,-0.3623999999999974,0.8555945181958671,0.9035320402053746,-1.3484600000000029,0.048247907949789996,19.1372,17.2054,1,0.8690716226583063,3,9,6,0
2001-09-07,17.2331,17.617,16.9874,17.015,27599866,-0.011066293140525651,17.34114,17.95477,18.636605,20.012607999999997,19.024278,0.022394478078023215,0.02975301701842448,0.02527867153357181,-0.21499999999999986,-1.6400000000000006,-0.012478235635519419,-0.08791208791208793,31.998914616497856,-0.8131888472671527,-0.6945045569347773,0.10111468613428724,-0.20019164196787542,25601153.8,0.027699999999999392,0.8502140250785907,0.8943834819907489,-1.295465,0.04383735705209598,19.1372,17.015,1,0.9520642511557725,4,9,7,1
2001-09-10,16.8675,17.7981,16.8,17.6845,25943757,0.03934763444019973,17.3737,17.817479999999996,18.514675,19.919486,19.008660499999998,0.030268628353653078,0.02773792896089973,0.027203967980712496,-0.049099999999999255,-0.8200000000000003,-0.0027687553570622248,-0.04431354535383292,36.77615755924448,-0.7745291440535773,-0.7105094743585373,0.10881587192284999,-0.06000424060029852,27233304.2,-0.14750000000000085,0.8877990124845592,0.9303390946458328,-1.140975000000001,0.8861837491233328,19.1372,17.015,1,1.020094445833179,0,9,10,0
2001-09-17,16.5911,16.9228,16.2164,16.2502,39159573,-0.08110492238966327,17.17774,17.52878,18.31627,19.796082,18.9851035,0.0485289860388877,0.03581786653365726,0.031791617570653,-0.9552000000000014,-1.2377000000000002,-0.055517453822637175,-0.07077464990078852,32.20181729820479,-0.8498307538542953,-0.7383737302576889,0.127166470282612,0.5094025510645972,30938053.4,-1.093399999999999,0.8208796063786764,0.855944767433056,-1.1385299999999994,0.047848244620610776,18.655,16.2502,1,1.1534003941283146,0,9,17,1
2001-09-18,16.4038,16.8921,16.3301,16.6833,25547869,0.026651979667942527,16.96768,17.33161,18.157024999999997,19.696082,18.9611205,0.04801032055378578,0.037967334895424004,0.032791105976427364,-0.33170000000000144,-0.8384,-0.01949456362033508,-0.047849238372988934,36.4525644950324,-0.8645937728850122,-0.7636177387831536,0.13116442390570945,-0.34759582286558643,30551832.8,0.15360000000000085,0.847036481671837,0.8798688874953355,-1.1893449999999959,0.6284697508896779,18.5045,16.2502,1,1.3840067239799376,1,9,18,0
2001-09-19,16.7263,16.8,15.5408,16.5451,38990231,-0.008283732834630908,16.83562,17.135669999999998,18.01375,19.594116,18.935295,0.04687809150843563,0.037965892281887244,0.03260483572628042,-1.1393999999999984,-0.684899999999999,-0.06442930249653644,-0.0397504352872895,38.23374879593684,-0.8773318217223505,-0.7863605553709931,0.1304193429051217,0.526163728176311,31448259.2,0.04299999999999926,0.8443912448002248,0.8737703848817777,-1.178130000000003,0.7975698856416779,17.7336,16.2502,1,1.451578388319274,2,9,19,0
2001-09-20,16.0782,16.1581,15.5623,15.5899,36236137,-0.057733105269838325,16.5506,16.94587,17.800910000000002,19.485086,18.910356,0.05225453075813885,0.0383381415490476,0.03364786722869459,-0.6602999999999994,-2.143699999999999,-0.04063334605112545,-0.1208835205485631,24.899016953569486,-0.9535119816749962,-0.8197908406317937,0.13459146891477836,-0.07063548815599474,33175513.4,-0.46690000000000254,0.8000939795698105,0.8244107091373637,-1.2503100000000025,0.0463242698892239,17.7336,15.5899,1,0.9545820363980829,3,9,20,0
2001-09-21,14.7176,15.5407,14.5886,15.2674,56811743,-0.02068647008640212,16.06718,16.72044,17.614020000000004,19.384654,18.886779999999998,0.04222848783736936,0.03817389049718034,0.03293961162847825,-1.4158999999999988,-1.9380000000000006,-0.08486930043816265,-0.11263905518035033,22.93770455117624,-1.0280575544963035,-0.8614441834046958,0.131758446513913,0.5678200741983066,39349110.6,-0.872300000000001,0.7876023992999823,0.8083643691513324,-1.546840000000003,0.7129503203445026,17.7336,15.2674,1,0.8756214217932768,4,9,21,1
